City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,reyes,-14.3167,-67.3833,74.55,98,50,0.36,BO,1680219445
366,stephenville,32.2207,-98.2023,72.16,93,100,16.11,US,1680219445
367,kupang,-10.1667,123.5833,79.38,83,75,8.05,ID,1680219445
368,svetlogorsk,52.6333,29.7333,27.21,93,28,6.06,BY,1680219446
369,baykit,61.67,96.37,-9.18,100,93,3.2,RU,1680219446
370,lagoa,39.05,-27.9833,56.23,77,100,4.83,PT,1680219937
371,shangrao,28.4532,117.9686,54.57,92,99,3.91,CN,1680219446
372,saint anthony,45.0205,-93.218,37.02,70,100,16.11,US,1680219446
373,praia da vitoria,38.7333,-27.0667,61.05,88,0,1.7,PT,1680219447
374,sao joao da barra,-21.6403,-41.0511,78.89,88,100,13.73,BR,1680219447
375,pringsewu,-5.3582,104.9744,73.35,92,100,1.72,ID,1680219783
376,pudozh,61.8099,36.5345,13.6,98,47,1.99,RU,1680219447
377,sarangani,5.4033,125.4636,80.87,77,100,5.66,PH,1680219447
378,port elizabeth,-33.918,25.5701,60.1,83,0,6.91,ZA,1680219448
379,walvis bay,-22.9575,14.5053,57.22,95,1,0.81,NA,1680219448
380,turayf,31.6725,38.6637,41.25,65,40,20.71,SA,1680219448
381,nandi,13.3855,77.6984,71.2,59,100,3.58,IN,1680219448
382,nishihara,26.1842,127.7558,71.26,88,75,11.5,JP,1680219448
383,kloulklubed,7.0419,134.2556,79.3,71,54,5.32,PW,1680219449
384,yumen,40.2833,97.2,43.65,22,3,8.01,CN,1680219938
385,port macquarie,-31.4333,152.9167,70.9,42,0,2.15,AU,1680219338
386,qujing,25.4833,103.7833,50.88,81,37,4.74,CN,1680219449
387,banda aceh,5.5577,95.3222,81.79,73,97,0.89,ID,1680219450
388,ust-nera,64.5667,143.2,25.02,90,100,8.59,RU,1680219450
389,skjervoy,70.0311,20.9714,33.8,97,100,41.05,NO,1680219450
390,guiratinga,-16.3494,-53.7583,76.14,64,80,4.14,BR,1680219450
391,nemuro,43.3236,145.575,38.35,90,100,17.74,JP,1680219938
392,verkhnevilyuysk,63.4453,120.3167,4.23,92,64,5.86,RU,1680219451
393,kenai,60.5544,-151.2583,35.65,77,100,5.75,US,1680219192
394,nelson bay,-32.7167,152.15,69.1,55,0,13.0,AU,1680219451
395,boden,65.8252,21.6886,28.4,79,100,10.78,SE,1680219451
396,toamasina,-18.1667,49.3833,75.2,100,40,2.3,MG,1680219451
397,waddan,29.1614,16.139,58.51,29,0,7.11,LY,1680219452
398,mtama,-10.3,39.3667,72.12,99,52,0.22,TZ,1680219452
399,chino valley,34.7575,-112.4538,48.61,42,75,19.57,US,1680219452
400,bilibino,68.0546,166.4372,14.45,74,100,2.51,RU,1680219939
401,hualmay,-11.0964,-77.6139,75.11,86,83,10.94,PE,1680219453
402,axim,4.8699,-2.2405,79.65,86,100,5.66,GH,1680219453
403,tomohon,1.3346,124.8392,74.34,76,84,2.33,ID,1680219453
404,sobolevo,54.4299,31.8996,27.03,93,14,4.12,RU,1680219453
405,sakaiminato,35.55,133.2333,51.78,76,75,2.3,JP,1680219453
406,sorland,67.667,12.6934,33.66,55,91,26.96,NO,1680219453
407,maragogi,-9.0122,-35.2225,77.47,83,12,6.82,BR,1680219454
408,batouri,4.4333,14.3667,69.89,90,100,2.04,CM,1680219454
409,aswan,24.0934,32.907,61.9,36,0,8.05,EG,1680219454
410,batagay,67.6333,134.6333,2.97,93,100,8.41,RU,1680219455
411,simi,9.5667,-12.35,79.83,78,30,5.28,SL,1680219455
412,sitka,57.0531,-135.33,39.09,70,100,13.8,US,1680219940
413,kamareddi,18.3167,78.35,76.05,51,30,7.7,IN,1680219455
414,weligama,5.9667,80.4167,77.02,88,24,2.93,LK,1680219455
415,urumqi,43.801,87.6005,47.35,43,0,4.47,CN,1680219456
416,puerto baquerizo moreno,-0.9,-89.6,79.95,74,13,6.55,EC,1680219456
417,ayan,56.45,138.1667,29.1,84,77,2.8,RU,1680219941
418,beringovskiy,63.05,179.3167,15.71,78,11,7.63,RU,1680219456
419,asfi,32.2994,-9.2372,63.72,60,3,13.29,MA,1680219456
420,sipe sipe,-17.45,-66.3833,68.49,87,99,2.15,BO,1680219456
421,mahina,-17.5065,-149.489,87.57,66,75,9.22,PF,1680219457
422,sidi ali,36.0998,0.4206,58.78,55,27,6.85,DZ,1680219457
423,vila velha,-20.3297,-40.2925,81.95,79,0,6.91,BR,1680219457
424,kahului,20.8947,-156.47,84.22,54,20,9.22,US,1680219782
425,north bend,43.4065,-124.2243,51.24,78,100,10.36,US,1680219357
426,zilair,52.2332,57.4392,24.17,84,59,18.32,RU,1680219458
427,turukhansk,65.8167,87.9833,-25.28,100,78,4.09,RU,1680219942
428,evensk,61.95,159.2333,12.31,86,100,2.39,RU,1680219458
429,tet,47.5192,17.508,51.75,100,0,9.22,HU,1680219458
430,goya,-29.14,-59.2626,82.15,67,50,5.17,AR,1680219458
431,jasper,37.2001,-94.3502,69.85,49,100,19.57,US,1680219400
432,vila franca do campo,37.7167,-25.4333,61.21,97,100,8.61,PT,1680219459
433,ibotirama,-12.1853,-43.2206,78.15,55,94,1.68,BR,1680219459
434,lasa,46.6166,10.7002,47.03,97,99,0.27,IT,1680219459
435,zambezi,-13.5432,23.1047,67.3,87,94,1.57,ZM,1680219459
436,goundam,16.4145,-3.6708,79.61,8,1,9.64,ML,1680219459
437,pochutla,15.7432,-96.4661,87.62,56,51,5.1,MX,1680219460
438,havoysund,70.9963,24.6622,28.63,100,100,17.43,NO,1680219460
439,port-gentil,-0.7193,8.7815,80.56,89,40,3.44,GA,1680219943
440,nuristan,35.3,70.8333,24.64,93,100,6.31,AF,1680219460
441,la mana,-0.9333,-79.2167,74.34,93,98,1.83,EC,1680219460
442,watrous,51.6668,-105.4679,28.18,74,100,9.22,CA,1680219461
443,klaksvik,62.2266,-6.589,47.32,98,100,24.63,FO,1680219944
444,araouane,18.9048,-3.5265,77.65,9,0,11.56,ML,1680219461
445,liverpool,53.4106,-2.9779,52.34,89,75,12.66,GB,1680219461
446,kulu,39.0951,33.0799,24.64,73,28,11.61,TR,1680219461
447,asyut,27.181,31.1837,53.78,42,0,16.26,EG,1680219462
448,cananeia,-25.0147,-47.9267,75.13,92,44,5.1,BR,1680219462
449,calama,-22.4667,-68.9333,68.49,49,0,17.27,CL,1680219462
450,yabelo,4.8833,38.0833,59.5,83,43,5.84,ET,1680219462
451,rabo de peixe,37.8,-25.5833,60.31,100,75,3.44,PT,1680219462
452,labuhan,-6.8844,112.2051,79.18,84,100,4.27,ID,1680219463
453,bilma,18.6853,12.9164,74.35,14,66,11.43,NE,1680219463
454,chara,56.9064,118.2631,33.03,77,50,1.19,RU,1680219463
455,pathein,16.7833,94.7333,78.35,79,59,11.61,MM,1680219463
456,maymyo,22.0333,96.4667,67.14,35,69,4.16,MM,1680219463
457,teknaf,20.8624,92.3058,71.13,97,34,2.77,BD,1680219464
458,carmelo,-33.9892,-58.2856,66.7,86,79,8.23,UY,1680219464
459,tateyama,34.9833,139.8667,60.64,73,100,7.7,JP,1680219464
460,ylivieska,64.0833,24.55,14.88,91,28,10.56,FI,1680219464
461,wajid,3.8093,43.2471,78.48,65,72,14.25,SO,1680219464
462,batticaloa,7.7102,81.6924,75.56,86,70,5.08,LK,1680219465
463,carndonagh,55.25,-7.2667,49.24,96,89,5.01,IE,1680219465
464,nefteyugansk,61.0998,72.6035,5.27,99,47,4.81,RU,1680219465
465,campoverde,-8.4753,-74.8058,78.49,97,100,2.39,PE,1680219465
466,gambela,8.25,34.5833,82.36,38,57,2.53,ET,1680219465
467,tottori,35.5,134.2333,53.67,54,75,6.91,JP,1680219466
468,havelock,34.8791,-76.9013,57.2,70,0,10.36,US,1680219466
469,bontang,0.1333,117.5,75.83,92,100,5.7,ID,1680219466
470,coolum beach,-26.5333,153.1,79.34,46,97,2.93,AU,1680219466
471,bozeman,45.6796,-111.0386,35.01,79,75,3.44,US,1680219442
472,changli,39.7042,119.1506,59.76,35,0,6.33,CN,1680219467
473,saint-pierre,-21.3393,55.4781,77.58,83,0,3.44,RE,1680219397
474,praia,14.9215,-23.5087,72.14,78,0,9.22,CV,1680219467
475,kokkola,63.8385,23.1307,20.03,88,0,8.05,FI,1680219467
476,eydhafushi,5.1033,73.0708,81.55,74,71,8.81,MV,1680219468
477,beloha,-25.1667,45.05,68.77,93,22,5.01,MG,1680219783
478,thinadhoo,0.5333,72.9333,82.02,77,25,11.05,MV,1680219468
479,bonnyville,54.2668,-110.735,33.6,84,100,6.35,CA,1680219468
480,zalukokoazhe,43.9039,43.2156,24.96,68,38,3.18,RU,1680219469
481,chukhloma,58.7525,42.6825,34.68,100,100,3.24,RU,1680219469
482,tecoanapa,16.5167,-98.75,83.57,67,86,8.86,MX,1680219469
483,phalaborwa,-23.943,31.1411,70.88,94,11,4.97,ZA,1680219469
484,batemans bay,-35.7167,150.1833,64.09,36,2,1.63,AU,1680219469
485,caconda,-13.7333,15.0667,57.78,100,94,4.05,AO,1680219470
486,comodoro rivadavia,-45.8667,-67.5,44.46,65,0,6.91,AR,1680219324
487,poya,-21.35,165.15,89.94,51,7,0.56,NC,1680219470
488,mucurapo,10.6667,-61.5333,80.65,69,11,20.33,TT,1680219470
489,platanos,37.6667,21.6167,51.08,84,15,3.62,GR,1680219471
490,salmo,49.1999,-117.2689,59.49,72,97,4.32,CA,1680219471
491,angoche,-16.2325,39.9086,71.38,98,100,3.29,MZ,1680219471
492,villa carlos paz,-31.4241,-64.4978,70.83,50,0,8.01,AR,1680219471
493,tutoia,-2.7619,-42.2744,79.23,85,70,9.98,BR,1680219471
494,lorengau,-2.0226,147.2712,80.44,83,96,5.7,PG,1680219950
495,pedernales,18.0384,-71.744,78.4,70,1,4.54,DO,1680219472
496,port hardy,50.6996,-127.4199,46.4,65,75,3.44,CA,1680219472
497,bell ville,-32.6259,-62.6887,70.81,84,90,5.61,AR,1680219472
498,havre de grace,39.5493,-76.0916,48.04,35,0,2.33,US,1680219472
499,kismayo,-0.3582,42.5454,81.27,74,97,13.94,SO,1680219473
500,santa cruz de la palma,28.6835,-17.7642,80.74,18,0,12.66,ES,1680219473
501,mayumba,-3.432,10.6554,77.32,86,95,4.92,GA,1680219473
502,porto novo,6.4965,2.6036,84.02,85,100,7.27,BJ,1680219473
503,karpogory,64.0019,44.4451,31.66,99,100,5.1,RU,1680219474
504,inhambane,-23.865,35.3833,71.46,84,4,2.21,MZ,1680219474
505,qostanay,53.1667,63.5833,26.89,68,0,15.66,KZ,1680219474
506,bud,39.447,-86.1758,62.55,71,8,8.1,US,1680219474
507,dongying,37.4564,118.4856,59.49,33,1,5.53,CN,1680219474
508,sangar,63.9242,127.4739,14.02,87,90,10.36,RU,1680219475
509,guangshui,31.6199,113.9978,60.22,70,7,3.0,CN,1680219475
510,foumban,5.7291,10.9001,71.71,45,47,3.47,CM,1680219475
511,broome,42.2506,-75.833,35.37,58,4,1.01,US,1680219952
512,devils lake,48.1128,-98.8651,24.78,78,0,8.05,US,1680219291
513,tezu,27.9167,96.1667,62.91,55,20,3.98,IN,1680219952
514,carbonia,39.1672,8.5222,53.01,58,28,2.44,IT,1680219476
515,lucea,18.451,-78.1736,82.26,74,0,8.95,JM,1680219476
516,berlevag,70.8578,29.0864,19.35,86,92,19.57,NO,1680219952
517,marzuq,14.4,46.4667,71.58,60,96,11.32,YE,1680219476
518,coelho neto,-4.2567,-43.0128,74.16,98,80,2.91,BR,1680219477
519,kokopo,-4.352,152.2633,82.36,69,99,4.34,PG,1680219477
520,pokrovskoye,47.4157,38.8971,33.26,99,100,18.92,RU,1680219477
521,taitung,22.7583,121.1444,70.07,100,75,1.14,TW,1680219477
522,muriae,-21.1306,-42.3664,74.57,82,93,2.66,BR,1680219189
523,chibombo,-14.6569,28.0706,64.71,95,100,3.78,ZM,1680219477
524,ravar,31.2656,56.8055,61.32,22,0,2.39,IR,1680219478
525,hermon,44.8101,-68.9134,28.69,42,20,11.5,US,1680219478
526,san cristobal,7.7669,-72.225,73.58,78,43,0.96,VE,1680219478
527,lannion,48.75,-3.4167,54.68,85,92,3.0,FR,1680219478
528,phonhong,18.5007,102.4166,76.62,56,88,1.34,LA,1680219479
529,rafaela,-31.2503,-61.4867,73.99,87,50,9.35,AR,1680219479
530,calvinia,-31.4707,19.776,61.39,33,51,6.04,ZA,1680219479
531,bafoulabe,13.8065,-10.8321,93.7,23,93,9.98,ML,1680219479
532,douentza,14.9951,-2.9517,79.61,8,14,4.79,ML,1680219480
533,cervo,43.6702,-7.4101,58.96,72,87,22.39,ES,1680219480
534,mandurah,-32.55,115.7,60.91,88,100,19.8,AU,1680219480
535,along,28.1667,94.7667,58.26,83,71,1.7,IN,1680219480
536,zelenchukskaya,43.858,41.5894,19.89,85,29,5.39,RU,1680219480
537,mizdah,31.4451,12.9801,57.33,36,0,4.38,LY,1680219481
538,adrar,20.5022,-10.0711,79.59,9,8,17.02,MR,1680219955
539,tammisaari,59.9736,23.4339,29.89,87,79,6.38,FI,1680219481
540,beeville,28.4008,-97.7483,78.3,78,40,14.97,US,1680219481
541,tazovskiy,67.4667,78.7,-21.06,100,38,6.17,RU,1680219481
542,kungurtug,50.5994,97.5228,22.33,92,96,7.23,RU,1680219482
543,miles city,46.4083,-105.8406,34.77,75,100,14.97,US,1680219188
544,ozinki,51.1786,49.6769,45.48,78,100,10.67,RU,1680219482
545,jaque,7.5175,-78.1703,79.0,86,71,7.94,PA,1680219482
546,hirara,24.8,125.2833,70.07,83,75,14.97,JP,1680219483
547,padang,-0.9492,100.3543,76.32,81,100,3.51,ID,1680219483
548,sarh,9.1429,18.3923,89.51,40,20,4.61,TD,1680219483
549,acari,-15.4311,-74.6158,78.58,82,52,4.52,PE,1680219483
550,carballo,43.213,-8.691,59.02,83,100,12.93,ES,1680219483
551,fort nelson,58.8053,-122.7002,30.94,84,100,5.01,CA,1680219484
552,caravelas,-17.7125,-39.2481,76.35,78,2,5.77,BR,1680219956
553,shetpe,44.1667,52.1167,41.36,68,43,16.15,KZ,1680219484
554,zarate,-34.0981,-59.0286,69.04,81,65,5.01,AR,1680219484
555,laiyang,36.9758,120.7136,54.82,28,0,3.51,CN,1680219485
556,colac,-38.3333,143.5833,56.17,76,78,8.81,AU,1680219443
557,shalinskoye,55.7228,93.7594,6.91,95,75,6.55,RU,1680219485
558,ternate,0.8,127.4,81.88,75,52,3.2,ID,1680219485
559,kampong thum,12.7111,104.8887,80.49,75,43,6.82,KH,1680219486
560,rybnoye,54.7256,39.5119,35.04,96,100,12.17,RU,1680219486
561,ketou,7.3633,2.5998,81.55,68,75,6.6,BJ,1680219486
562,jalu,29.0331,21.5482,57.52,46,0,10.4,LY,1680219486
563,progreso,21.2833,-89.6667,93.31,83,2,29.37,MX,1680219487
564,west lafayette,40.4259,-86.9081,62.69,31,0,8.05,US,1680219298
565,portland,45.5234,-122.6762,55.99,70,75,14.97,US,1680219224
566,naze,28.3667,129.4833,65.32,91,73,14.83,JP,1680219958
567,beitbridge,-22.2167,30.0,69.98,76,35,12.57,ZW,1680219487
568,pisco,-13.7,-76.2167,77.05,73,75,10.36,PE,1680219881
569,sehore,23.2,77.0833,69.13,66,64,2.3,IN,1680219488
570,zeya,53.75,127.2667,31.01,81,95,5.79,RU,1680219488
571,sheridan,44.8333,-106.9173,36.3,75,100,17.27,US,1680219488
572,sokoni,-6.4333,39.55,81.48,76,17,6.17,TZ,1680219488
573,dunedin,-45.8742,170.5036,64.08,47,93,4.47,NZ,1680219895
574,sungairaya,0.7,108.9,80.91,77,100,4.07,ID,1680219489
575,komsomolskiy,40.4272,71.7189,61.39,54,100,4.18,UZ,1680219489
576,ushtobe,45.2514,77.9838,32.5,48,0,24.0,KZ,1680219489
577,vysokogornyy,50.1167,139.15,32.74,72,88,3.67,RU,1680219489
578,nacimiento,-37.5,-72.6667,63.37,52,58,8.03,CL,1680219490
579,kuytun,54.3419,101.5036,20.28,79,100,16.58,RU,1680219490
580,vila do maio,15.1333,-23.2167,72.39,81,21,9.13,CV,1680219490
581,zhezkazgan,47.8043,67.7144,33.49,58,17,19.62,KZ,1680219490
